device,timestamp,target_ip,target_name,latency_ms,success,tipo_ping
OLT Punto Rojo 1,2025-08-21T04:07:08.350163,138.59.18.180,SUTEL Local,5.012989044189453,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:08:08.409020,138.59.18.180,SUTEL Local,4.58073616027832,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:09:08.469850,138.59.18.180,SUTEL Local,4.677057266235352,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:10:08.525333,138.59.18.180,SUTEL Local,4.906415939331055,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:11:08.588255,138.59.18.180,SUTEL Local,4.891633987426758,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:12:08.649939,138.59.18.180,SUTEL Local,5.376577377319336,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:13:08.715485,138.59.18.180,SUTEL Local,5.17582893371582,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:14:08.782348,138.59.18.180,SUTEL Local,5.289554595947266,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:15:08.848663,138.59.18.180,SUTEL Local,5.161285400390625,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:16:08.902002,138.59.18.180,SUTEL Local,4.968881607055664,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:17:08.962932,138.59.18.180,SUTEL Local,97.30124473571777,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:18:09.113791,138.59.18.180,SUTEL Local,4.78816032409668,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:19:09.178776,138.59.18.180,SUTEL Local,5.105733871459961,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:20:09.236236,138.59.18.180,SUTEL Local,4.94694709777832,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:21:09.307807,138.59.18.180,SUTEL Local,5.1403045654296875,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:22:14.317054,138.59.18.180,SUTEL Local,5.285501480102539,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:23:14.379809,138.59.18.180,SUTEL Local,7.187128067016602,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:24:14.433967,138.59.18.180,SUTEL Local,5.23066520690918,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:25:14.492132,138.59.18.180,SUTEL Local,5.048274993896484,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:26:14.554892,138.59.18.180,SUTEL Local,4.242420196533203,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:27:14.610398,138.59.18.180,SUTEL Local,4.8618316650390625,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:28:14.678760,138.59.18.180,SUTEL Local,5.367040634155273,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:29:19.691116,138.59.18.180,SUTEL Local,4.705667495727539,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:30:19.753776,138.59.18.180,SUTEL Local,5.178689956665039,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:31:19.816544,138.59.18.180,SUTEL Local,4.948139190673828,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:32:19.865890,138.59.18.180,SUTEL Local,5.146503448486328,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:33:19.924332,138.59.18.180,SUTEL Local,5.087614059448242,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:34:24.949340,138.59.18.180,SUTEL Local,5.048513412475586,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:35:24.998376,138.59.18.180,SUTEL Local,5.034923553466797,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:36:25.061305,138.59.18.180,SUTEL Local,5.085229873657227,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:37:25.122100,138.59.18.180,SUTEL Local,4.89354133605957,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:38:25.172581,138.59.18.180,SUTEL Local,,False,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:39:30.241959,138.59.18.180,SUTEL Local,4.72569465637207,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:40:30.303012,138.59.18.180,SUTEL Local,5.142450332641602,True,Ping SUTEL Local Costa Rica
